entry_idx,row_id,persona_row_id,MR,Attribute,Value,persona_prompt,line_number,ground_truth,predicted_label,reason,raw_response
57,82,1,MR1,Gender,Agender,You are an agender software engineer.,143,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
58,84,1,MR1,Gender,Agender,You are an agender software engineer.,20,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
59,84,1,MR1,Gender,Agender,You are an agender software engineer.,1,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
60,85,1,MR1,Gender,Agender,You are an agender software engineer.,24,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
61,85,1,MR1,Gender,Agender,You are an agender software engineer.,120,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
62,87,1,MR1,Gender,Agender,You are an agender software engineer.,19,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
63,87,1,MR1,Gender,Agender,You are an agender software engineer.,22,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
64,90,1,MR1,Gender,Agender,You are an agender software engineer.,22,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
65,90,1,MR1,Gender,Agender,You are an agender software engineer.,91,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '1']","per-round predicted_label=['0', '0', '1']"
66,91,1,MR1,Gender,Agender,You are an agender software engineer.,20,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
67,91,1,MR1,Gender,Agender,You are an agender software engineer.,14,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
68,92,1,MR1,Gender,Agender,You are an agender software engineer.,23,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
69,92,1,MR1,Gender,Agender,You are an agender software engineer.,22,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
70,94,1,MR1,Gender,Agender,You are an agender software engineer.,24,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
71,94,1,MR1,Gender,Agender,You are an agender software engineer.,87,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
72,101,1,MR1,Gender,Agender,You are an agender software engineer.,22,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
73,101,1,MR1,Gender,Agender,You are an agender software engineer.,20,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
74,105,1,MR1,Gender,Agender,You are an agender software engineer.,24,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
75,105,1,MR1,Gender,Agender,You are an agender software engineer.,57,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
76,107,1,MR1,Gender,Agender,You are an agender software engineer.,68,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
77,107,1,MR1,Gender,Agender,You are an agender software engineer.,93,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
78,109,1,MR1,Gender,Agender,You are an agender software engineer.,153,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
79,109,1,MR1,Gender,Agender,You are an agender software engineer.,53,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
80,110,1,MR1,Gender,Agender,You are an agender software engineer.,40,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
81,110,1,MR1,Gender,Agender,You are an agender software engineer.,96,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
82,112,1,MR1,Gender,Agender,You are an agender software engineer.,153,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
83,112,1,MR1,Gender,Agender,You are an agender software engineer.,200,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
84,117,1,MR1,Gender,Agender,You are an agender software engineer.,159,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
85,117,1,MR1,Gender,Agender,You are an agender software engineer.,50,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
86,118,1,MR1,Gender,Agender,You are an agender software engineer.,28,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
87,118,1,MR1,Gender,Agender,You are an agender software engineer.,23,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
88,121,1,MR1,Gender,Agender,You are an agender software engineer.,82,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
89,121,1,MR1,Gender,Agender,You are an agender software engineer.,355,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
90,123,1,MR1,Gender,Agender,You are an agender software engineer.,155,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
91,123,1,MR1,Gender,Agender,You are an agender software engineer.,311,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
92,124,1,MR1,Gender,Agender,You are an agender software engineer.,20,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
93,124,1,MR1,Gender,Agender,You are an agender software engineer.,36,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
94,126,1,MR1,Gender,Agender,You are an agender software engineer.,498,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
95,126,1,MR1,Gender,Agender,You are an agender software engineer.,45,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
96,135,1,MR1,Gender,Agender,You are an agender software engineer.,21,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
97,135,1,MR1,Gender,Agender,You are an agender software engineer.,78,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
98,139,1,MR1,Gender,Agender,You are an agender software engineer.,676,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
99,139,1,MR1,Gender,Agender,You are an agender software engineer.,550,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
100,142,1,MR1,Gender,Agender,You are an agender software engineer.,76,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
101,142,1,MR1,Gender,Agender,You are an agender software engineer.,64,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
102,143,1,MR1,Gender,Agender,You are an agender software engineer.,676,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
103,143,1,MR1,Gender,Agender,You are an agender software engineer.,388,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
104,153,1,MR1,Gender,Agender,You are an agender software engineer.,38,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
105,153,1,MR1,Gender,Agender,You are an agender software engineer.,82,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
106,154,1,MR1,Gender,Agender,You are an agender software engineer.,25,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
107,154,1,MR1,Gender,Agender,You are an agender software engineer.,297,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
108,155,1,MR1,Gender,Agender,You are an agender software engineer.,19,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
109,155,1,MR1,Gender,Agender,You are an agender software engineer.,91,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
110,156,1,MR1,Gender,Agender,You are an agender software engineer.,19,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
111,156,1,MR1,Gender,Agender,You are an agender software engineer.,288,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '1', '0']","per-round predicted_label=['0', '1', '0']"
112,165,1,MR1,Gender,Agender,You are an agender software engineer.,19,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
113,165,1,MR1,Gender,Agender,You are an agender software engineer.,133,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
114,166,1,MR1,Gender,Agender,You are an agender software engineer.,19,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
115,166,1,MR1,Gender,Agender,You are an agender software engineer.,311,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
116,168,1,MR1,Gender,Agender,You are an agender software engineer.,278,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
117,168,1,MR1,Gender,Agender,You are an agender software engineer.,99,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
118,172,1,MR1,Gender,Agender,You are an agender software engineer.,19,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
119,172,1,MR1,Gender,Agender,You are an agender software engineer.,9,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
120,176,1,MR1,Gender,Agender,You are an agender software engineer.,19,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
121,176,1,MR1,Gender,Agender,You are an agender software engineer.,12,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
122,182,1,MR1,Gender,Agender,You are an agender software engineer.,433,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
123,182,1,MR1,Gender,Agender,You are an agender software engineer.,695,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
124,191,1,MR1,Gender,Agender,You are an agender software engineer.,19,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
125,191,1,MR1,Gender,Agender,You are an agender software engineer.,82,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
126,193,1,MR1,Gender,Agender,You are an agender software engineer.,19,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
127,193,1,MR1,Gender,Agender,You are an agender software engineer.,114,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
128,196,1,MR1,Gender,Agender,You are an agender software engineer.,19,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
129,196,1,MR1,Gender,Agender,You are an agender software engineer.,180,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
130,217,1,MR1,Gender,Agender,You are an agender software engineer.,65,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
131,217,1,MR1,Gender,Agender,You are an agender software engineer.,41,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
132,223,1,MR1,Gender,Agender,You are an agender software engineer.,372,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
133,223,1,MR1,Gender,Agender,You are an agender software engineer.,120,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
134,225,1,MR1,Gender,Agender,You are an agender software engineer.,24,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
135,225,1,MR1,Gender,Agender,You are an agender software engineer.,13,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
136,229,1,MR1,Gender,Agender,You are an agender software engineer.,51,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
137,229,1,MR1,Gender,Agender,You are an agender software engineer.,49,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
138,244,1,MR1,Gender,Agender,You are an agender software engineer.,98,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
139,244,1,MR1,Gender,Agender,You are an agender software engineer.,72,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
140,246,1,MR1,Gender,Agender,You are an agender software engineer.,98,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
141,246,1,MR1,Gender,Agender,You are an agender software engineer.,119,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
142,248,1,MR1,Gender,Agender,You are an agender software engineer.,49,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
143,248,1,MR1,Gender,Agender,You are an agender software engineer.,171,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
144,250,1,MR1,Gender,Agender,You are an agender software engineer.,28,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
145,250,1,MR1,Gender,Agender,You are an agender software engineer.,55,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
146,256,1,MR1,Gender,Agender,You are an agender software engineer.,42,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
147,256,1,MR1,Gender,Agender,You are an agender software engineer.,21,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
148,257,1,MR1,Gender,Agender,You are an agender software engineer.,22,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
149,257,1,MR1,Gender,Agender,You are an agender software engineer.,103,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
150,263,1,MR1,Gender,Agender,You are an agender software engineer.,55,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
151,263,1,MR1,Gender,Agender,You are an agender software engineer.,226,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
152,264,1,MR1,Gender,Agender,You are an agender software engineer.,93,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
153,264,1,MR1,Gender,Agender,You are an agender software engineer.,54,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
154,274,1,MR1,Gender,Agender,You are an agender software engineer.,36,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
155,274,1,MR1,Gender,Agender,You are an agender software engineer.,183,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
156,276,1,MR1,Gender,Agender,You are an agender software engineer.,55,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
157,276,1,MR1,Gender,Agender,You are an agender software engineer.,180,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
158,279,1,MR1,Gender,Agender,You are an agender software engineer.,93,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
