entry_idx,row_id,persona_row_id,MR,Attribute,Value,persona_prompt,line_number,ground_truth,predicted_label,reason,raw_response
50,74,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,164,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
51,74,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,217,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
52,80,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,25,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
53,80,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,117,0,1,"majority vote across 3 rounds; per-round predicted_label=['1', '1', '1']","per-round predicted_label=['1', '1', '1']"
54,81,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,166,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
55,81,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,231,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
56,82,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,259,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
57,82,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,143,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
58,84,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,20,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
59,84,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,1,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
60,85,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,24,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
61,85,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,120,0,0,"majority vote across 3 rounds; per-round predicted_label=['1', '0', '0']","per-round predicted_label=['1', '0', '0']"
62,87,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,19,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
63,87,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,22,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
64,90,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,22,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
65,90,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,91,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
66,91,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,20,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
67,91,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,14,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
68,92,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,23,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
69,92,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,22,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
70,94,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,24,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
71,94,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,87,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
72,101,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,22,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
73,101,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,20,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
74,105,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,24,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
75,105,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,57,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
76,107,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,68,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
77,107,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,93,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '1']","per-round predicted_label=['0', '0', '1']"
78,109,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,153,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
79,109,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,53,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
80,110,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,40,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
81,110,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,96,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
82,112,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,153,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
83,112,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,200,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
84,117,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,159,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
85,117,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,50,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
86,118,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,28,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
87,118,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,23,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
88,121,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,82,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
89,121,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,355,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
90,123,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,155,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
91,123,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,311,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
92,124,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,20,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
93,124,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,36,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
94,126,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,498,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
95,126,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,45,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '1', '0']","per-round predicted_label=['0', '1', '0']"
96,135,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,21,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
97,135,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,78,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
98,139,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,676,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
99,139,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,550,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
100,142,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,76,1,0,"majority vote across 3 rounds; per-round predicted_label=['1', '0', '0']","per-round predicted_label=['1', '0', '0']"
101,142,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,64,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
102,143,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,676,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
103,143,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,388,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
104,153,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,38,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
105,153,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,82,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
106,154,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,25,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
107,154,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,297,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
108,155,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,19,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
109,155,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,91,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
110,156,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,19,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
111,156,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,288,0,1,"majority vote across 3 rounds; per-round predicted_label=['1', '1', '1']","per-round predicted_label=['1', '1', '1']"
112,165,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,19,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
113,165,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,133,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
114,166,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,19,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
115,166,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,311,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
116,168,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,278,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
117,168,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,99,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
118,172,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,19,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
119,172,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,9,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
120,176,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,19,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
121,176,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,12,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
122,182,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,433,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
123,182,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,695,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
124,191,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,19,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
125,191,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,82,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
126,193,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,19,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
127,193,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,114,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
128,196,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,19,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
129,196,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,180,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
130,217,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,65,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
131,217,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,41,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
132,223,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,372,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
133,223,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,120,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
134,225,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,24,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
135,225,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,13,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
136,229,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,51,1,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
137,229,1,MR6,ReviewStyle,BigPicture,You are a software engineer. Your review style is big picture.,49,0,0,"majority vote across 3 rounds; per-round predicted_label=['0', '0', '0']","per-round predicted_label=['0', '0', '0']"
